Length,Alanine,Arginine,Asparagine,Aspartic_Acid,Cysteine,Glutamic_Acid,Glutamine,Glycine,Histidine,Isoleucine,Leucine,Lysine,Mathionine,Phenylalanine,Proline,Serine,Threonine,Tryptophan,Tyrosine,Valine,Aliphatic,Aromatic,NonPolar,Polar,Charged,Basic,Acidic,"Celularity (Sing, Mult)_SING","Celularity (Sing, Mult)_MUL","Celularity (Sing, Mult)_COMP","Celularity (Sing, Mult)_UN","Tissue (Yes, No)_NOT","Tissue (Yes, No)_COMP","Tissue (Yes, No)_YES","Mesoderm (Yes, NO)_NOT","Mesoderm (Yes, NO)_COMP","Mesoderm (Yes, NO)_YES",Mouthparts(Pro-Deuter)_NO,Mouthparts(Pro-Deuter)_PRO,Mouthparts(Pro-Deuter)_NOT,Mouthparts(Pro-Deuter)_COMP,Mouthparts(Pro-Deuter)_DEU
30,0,0,0.133,0.033,0.2,0.033,0,0.033,0.067,0.067,0,0.067,0,0.033,0.033,0.067,0.1,0.067,0.033,0.033,0.1,0.2,0.5,0.5,0.2,0.133,0.067,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
26,0.038,0,0.038,0,0.231,0.038,0,0.038,0,0.038,0.038,0.038,0,0.077,0.077,0.115,0.038,0,0.038,0.154,0.269,0.115,0.731,0.269,0.077,0.038,0.038,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
27,0.074,0,0.037,0.037,0.222,0.074,0,0.037,0,0.074,0,0.148,0,0.037,0.037,0,0.074,0,0.074,0.074,0.222,0.111,0.63,0.37,0.259,0.148,0.111,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
30,0,0.033,0.033,0,0.2,0.033,0,0.133,0,0.133,0,0.067,0,0.033,0.067,0.133,0,0,0.033,0.1,0.233,0.067,0.7,0.3,0.133,0.1,0.033,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
28,0.071,0.036,0.071,0,0.214,0.036,0,0.143,0,0.071,0,0.036,0,0.071,0.036,0.071,0,0.036,0.071,0.036,0.179,0.179,0.75,0.25,0.107,0.071,0.036,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
30,0.033,0,0.033,0.033,0.2,0.033,0,0.1,0,0.033,0.033,0.067,0,0.033,0.067,0.033,0.1,0,0.067,0.133,0.233,0.1,0.7,0.3,0.133,0.067,0.067,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
30,0.033,0,0.033,0.033,0.2,0.033,0,0.1,0,0.033,0.067,0.067,0,0.033,0.067,0.033,0.1,0,0.067,0.1,0.233,0.1,0.7,0.3,0.133,0.067,0.067,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
29,0,0,0.138,0.034,0.207,0.034,0,0.103,0,0.069,0.034,0.034,0,0.103,0.103,0.069,0,0,0.069,0,0.103,0.172,0.69,0.31,0.103,0.034,0.069,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
27,0.074,0,0.037,0.037,0.222,0.037,0,0.074,0,0.074,0.074,0.074,0,0,0.037,0.074,0.074,0,0.037,0.074,0.296,0.037,0.667,0.333,0.148,0.074,0.074,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
27,0.074,0,0.037,0.037,0.222,0.037,0,0.074,0,0.074,0,0.074,0,0.074,0.037,0.074,0.074,0,0.037,0.074,0.222,0.111,0.667,0.333,0.148,0.074,0.074,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
23,0.043,0,0.087,0,0.217,0,0,0.087,0,0.13,0.043,0.087,0,0,0.043,0.087,0,0.043,0.043,0.087,0.304,0.087,0.739,0.261,0.087,0.087,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
33,0,0,0.03,0.03,0.182,0.061,0,0.212,0,0.03,0.061,0.061,0,0.061,0,0.061,0.121,0.03,0.061,0,0.091,0.152,0.636,0.364,0.152,0.061,0.091,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
33,0,0,0.03,0.03,0.182,0.091,0,0.212,0,0.03,0.061,0.061,0,0.061,0,0.061,0.091,0.03,0.061,0,0.091,0.152,0.636,0.364,0.182,0.061,0.121,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
30,0.067,0,0.067,0,0.2,0.033,0,0.067,0,0.067,0.067,0.033,0,0,0.067,0.1,0.067,0.033,0.033,0.1,0.3,0.067,0.7,0.3,0.067,0.033,0.033,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
29,0,0.034,0.069,0,0.207,0.034,0,0.172,0,0.034,0.034,0,0,0.034,0.103,0.069,0.138,0,0.034,0.034,0.103,0.069,0.655,0.345,0.069,0.034,0.034,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
29,0,0.034,0.069,0,0.207,0.034,0,0.172,0,0.034,0.034,0,0,0.034,0.103,0.034,0.172,0,0.034,0.034,0.103,0.069,0.655,0.345,0.069,0.034,0.034,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
29,0.034,0.034,0.034,0,0.207,0.034,0,0.138,0,0,0.034,0,0,0.034,0.103,0.103,0.103,0.034,0.034,0.069,0.138,0.103,0.69,0.31,0.069,0.034,0.034,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
29,0,0.069,0.069,0,0.207,0.034,0,0.172,0,0.034,0.034,0,0,0.034,0.103,0.034,0.138,0,0.034,0.034,0.103,0.069,0.655,0.345,0.103,0.069,0.034,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
30,0.067,0,0.067,0,0.2,0.033,0,0.1,0,0.1,0.033,0.033,0,0,0.067,0.067,0.067,0.033,0.033,0.1,0.3,0.067,0.733,0.267,0.067,0.033,0.033,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
31,0.032,0,0.032,0,0.194,0.032,0,0.097,0,0.065,0.065,0.097,0,0.032,0.065,0.129,0.065,0,0.032,0.065,0.226,0.065,0.645,0.355,0.129,0.097,0.032,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
31,0.032,0,0.032,0,0.194,0.032,0,0.097,0,0.065,0.032,0.097,0,0.065,0.065,0.129,0.065,0,0.032,0.065,0.194,0.097,0.645,0.355,0.129,0.097,0.032,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
31,0.032,0,0.032,0,0.194,0.032,0,0.065,0,0.065,0.097,0.097,0,0,0.065,0.097,0.065,0,0.065,0.097,0.29,0.065,0.677,0.323,0.129,0.097,0.032,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
30,0,0.033,0.033,0,0.2,0.033,0,0.1,0,0.067,0.033,0.067,0,0,0.067,0.133,0.067,0.033,0.033,0.1,0.2,0.067,0.633,0.367,0.133,0.1,0.033,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
31,0.032,0,0.032,0,0.194,0.032,0,0.097,0,0.097,0,0.129,0,0.032,0.065,0.097,0.032,0.032,0.032,0.097,0.226,0.097,0.677,0.323,0.161,0.129,0.032,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
30,0.033,0.033,0.033,0,0.2,0.033,0,0.1,0,0.067,0.033,0.067,0,0,0.1,0.1,0.033,0.033,0.033,0.1,0.233,0.067,0.7,0.3,0.133,0.1,0.033,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6,0,0,0,0,0,0,0,0.333,0,0,0.167,0,0,0.167,0.167,0,0,0,0.167,0,0.167,0.333,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
9,0,0,0,0,0,0,0,0.222,0,0.111,0.111,0,0.222,0,0.222,0,0,0,0.111,0,0.222,0.111,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
27,0.037,0.037,0,0,0.222,0.037,0,0.037,0,0.037,0,0.111,0,0.074,0.074,0.148,0.074,0,0.074,0.037,0.111,0.148,0.593,0.407,0.185,0.148,0.037,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
31,0.065,0,0.065,0,0.194,0.032,0,0.097,0,0.097,0,0.065,0,0.032,0.065,0.097,0.032,0,0.097,0.065,0.226,0.129,0.71,0.29,0.097,0.065,0.032,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
31,0.065,0,0.065,0,0.194,0.032,0,0.097,0,0.129,0,0.065,0,0,0.065,0.097,0.032,0,0.097,0.065,0.258,0.097,0.71,0.29,0.097,0.065,0.032,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
9,0.222,0.111,0,0,0,0,0.111,0.222,0,0,0,0,0.111,0,0,0.111,0,0,0,0.111,0.333,0,0.667,0.333,0.111,0.111,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
11,0,0,0,0,0,0.091,0,0.091,0,0,0,0,0.091,0.182,0,0.182,0.091,0,0.091,0.182,0.182,0.273,0.636,0.364,0.091,0,0.091,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
8,0.125,0,0,0,0.125,0.125,0,0,0,0,0,0,0.125,0,0,0.125,0.25,0,0.125,0,0.125,0.125,0.5,0.5,0.125,0,0.125,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
79,0.101,0.025,0.114,0.013,0.076,0.013,0.063,0.114,0.038,0.025,0,0.038,0,0.063,0.013,0.114,0.038,0.025,0.063,0.063,0.19,0.19,0.544,0.456,0.127,0.101,0.025,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
76,0.118,0.053,0.053,0.013,0.079,0.013,0.053,0.132,0.026,0.039,0.013,0.039,0,0.066,0.026,0.118,0.053,0.026,0.053,0.026,0.197,0.171,0.579,0.421,0.145,0.118,0.026,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
47,0.043,0.149,0.043,0,0.17,0.043,0.064,0.106,0.064,0,0,0.043,0,0.085,0,0.064,0.085,0,0,0.043,0.085,0.149,0.447,0.553,0.298,0.255,0.043,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
16,0.062,0,0,0.062,0,0.062,0,0.188,0,0,0.062,0.062,0,0.062,0,0.25,0.062,0,0.062,0.062,0.188,0.125,0.5,0.5,0.188,0.062,0.125,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
45,0.044,0.067,0.044,0.044,0,0.022,0,0.044,0,0.044,0.111,0.156,0,0.044,0.044,0.178,0.022,0,0.044,0.067,0.267,0.089,0.444,0.533,0.289,0.222,0.067,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.065,0.087,0.065,0.022,0.174,0.022,0,0.065,0,0.043,0.022,0.087,0,0,0.109,0.022,0.109,0,0.043,0.065,0.196,0.043,0.587,0.413,0.217,0.174,0.043,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
20,0.05,0.15,0.15,0,0.2,0,0,0.05,0,0.05,0,0.05,0,0,0.05,0.05,0.1,0,0.05,0.05,0.15,0.05,0.5,0.5,0.2,0.2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
37,0.135,0.027,0.054,0.054,0.162,0,0.027,0.081,0,0,0.081,0.027,0,0.108,0.081,0.054,0.027,0,0,0.081,0.297,0.108,0.73,0.27,0.108,0.054,0.054,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.109,0.043,0.065,0.022,0.13,0.022,0,0.087,0,0.087,0.043,0,0,0.022,0.109,0.043,0.13,0,0.043,0.043,0.283,0.065,0.674,0.326,0.087,0.043,0.043,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.043,0.065,0.065,0.022,0.174,0,0.022,0.065,0.043,0.043,0.043,0.022,0,0.022,0.065,0.109,0.152,0,0.022,0.022,0.152,0.087,0.5,0.5,0.152,0.13,0.022,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
45,0.022,0.111,0.044,0,0.178,0,0.022,0.089,0,0,0.111,0.111,0,0.022,0.044,0.111,0.089,0,0.022,0.022,0.156,0.044,0.511,0.489,0.222,0.222,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
45,0.067,0.111,0.044,0,0.178,0,0.022,0.111,0,0.022,0.089,0.111,0,0.022,0.044,0.111,0.022,0,0.022,0.022,0.2,0.044,0.578,0.422,0.222,0.222,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
45,0.067,0.089,0.067,0.022,0.178,0,0.022,0.067,0,0,0.111,0.133,0,0.022,0.044,0.089,0.044,0,0.022,0.022,0.2,0.044,0.533,0.467,0.244,0.222,0.022,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.043,0.065,0.065,0.022,0.13,0,0,0.13,0.022,0.065,0.022,0.087,0,0.022,0.043,0.109,0.109,0.022,0.022,0.022,0.152,0.087,0.522,0.478,0.196,0.174,0.022,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
95,0.042,0.011,0.063,0.032,0.126,0.053,0.042,0.021,0.011,0.032,0.053,0.116,0,0.042,0.084,0.126,0.042,0,0.042,0.063,0.189,0.095,0.505,0.495,0.221,0.137,0.084,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.087,0.087,0.043,0,0.13,0,0.022,0.109,0.022,0.065,0.043,0.043,0,0,0.13,0.065,0.087,0,0.043,0.022,0.217,0.065,0.63,0.37,0.152,0.152,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.043,0.065,0.043,0,0.13,0,0,0.087,0.022,0.065,0.043,0.043,0,0,0.043,0.174,0.152,0.022,0.022,0,0.152,0.065,0.457,0.5,0.174,0.13,0.043,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.065,0.065,0.065,0.022,0.13,0,0,0.087,0.022,0.065,0.043,0.043,0,0,0.022,0.196,0.109,0.022,0.022,0.022,0.196,0.065,0.478,0.522,0.152,0.13,0.022,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.043,0.087,0,0,0.13,0,0,0.109,0,0.087,0,0.065,0,0.022,0.065,0.13,0.087,0,0.043,0.022,0.152,0.065,0.522,0.391,0.261,0.152,0.109,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.043,0.065,0.087,0,0.13,0.022,0,0.065,0,0.065,0.043,0.087,0,0,0.065,0.152,0.13,0,0.043,0,0.152,0.043,0.457,0.543,0.174,0.152,0.022,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.043,0.065,0.065,0.022,0.13,0.022,0,0.109,0,0.065,0.022,0.065,0,0.022,0.065,0.152,0.087,0,0.043,0.022,0.152,0.065,0.522,0.478,0.174,0.13,0.043,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.065,0.065,0.065,0.022,0.13,0,0,0.087,0,0.065,0.043,0.087,0,0,0.109,0.109,0.109,0,0.043,0,0.174,0.043,0.543,0.457,0.174,0.152,0.022,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.043,0.087,0.065,0.022,0.13,0.022,0,0.109,0,0.065,0.043,0.065,0,0,0.065,0.152,0.087,0,0.043,0,0.152,0.043,0.5,0.5,0.196,0.152,0.043,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.065,0.087,0.065,0.022,0.13,0.022,0,0.087,0,0.065,0.022,0.087,0,0.022,0.065,0.13,0.087,0,0.043,0,0.152,0.065,0.5,0.5,0.217,0.174,0.043,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
44,0.091,0.091,0.068,0.068,0.091,0,0.023,0.091,0,0.045,0.045,0.091,0,0.023,0.091,0.091,0.045,0,0.023,0.023,0.205,0.045,0.523,0.477,0.25,0.182,0.068,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
45,0.089,0.089,0.044,0.022,0.133,0.044,0.022,0.067,0,0.044,0,0.133,0,0,0.089,0.067,0.067,0,0.044,0.044,0.178,0.044,0.511,0.489,0.289,0.222,0.067,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
47,0.043,0.085,0.064,0.043,0.17,0.021,0,0.043,0,0.085,0.021,0.106,0,0,0.064,0.085,0.085,0.021,0.043,0.021,0.17,0.064,0.511,0.489,0.255,0.191,0.064,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
20,0,0.15,0.1,0.05,0.15,0.05,0,0.05,0.05,0,0.05,0.05,0,0.05,0.05,0.15,0.05,0,0,0,0.05,0.1,0.35,0.65,0.35,0.25,0.1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.087,0.087,0.065,0.022,0.174,0,0,0.109,0,0.043,0,0.087,0,0.022,0.087,0.065,0.087,0,0.043,0.022,0.152,0.065,0.587,0.413,0.196,0.174,0.022,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.065,0.065,0.087,0.022,0.13,0,0,0.087,0.022,0.087,0.043,0.043,0.022,0,0.065,0.065,0.13,0,0.043,0.022,0.217,0.065,0.565,0.435,0.152,0.13,0.022,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.087,0.065,0.065,0.022,0.174,0,0,0.109,0.022,0.043,0,0.087,0,0.022,0.087,0.065,0.087,0,0.043,0.022,0.152,0.087,0.587,0.413,0.196,0.174,0.022,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.087,0.065,0.043,0.043,0.174,0,0,0.087,0.022,0.043,0.022,0.109,0,0.022,0.087,0.087,0.043,0,0.043,0.022,0.174,0.087,0.587,0.413,0.239,0.196,0.043,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.087,0.087,0.043,0.043,0.174,0,0,0.087,0,0.043,0.022,0.109,0,0.022,0.087,0.087,0.043,0,0.043,0.022,0.174,0.065,0.587,0.413,0.239,0.196,0.043,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
45,0.044,0.111,0.044,0,0.178,0,0.022,0.111,0,0,0.089,0.111,0,0.022,0.044,0.089,0.067,0,0.022,0.044,0.178,0.044,0.556,0.444,0.222,0.222,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
45,0.067,0.111,0.067,0,0.178,0,0.022,0.067,0,0,0.111,0.111,0,0.022,0.044,0.111,0.044,0,0.022,0.022,0.2,0.044,0.533,0.467,0.222,0.222,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
47,0.021,0.043,0.021,0.043,0.128,0.085,0.064,0.085,0,0.043,0.043,0.043,0,0.043,0.064,0.128,0.064,0,0.064,0.021,0.128,0.106,0.511,0.489,0.213,0.085,0.128,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0.065,0.065,0.087,0.022,0.13,0.022,0.022,0.043,0,0.087,0.043,0,0,0.043,0.065,0.174,0.065,0,0.043,0.022,0.217,0.087,0.543,0.457,0.109,0.065,0.043,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
43,0.023,0.116,0.093,0.023,0.14,0,0.07,0.093,0,0.047,0,0.047,0.023,0.023,0.047,0.116,0.023,0.023,0.023,0.07,0.14,0.07,0.512,0.488,0.186,0.163,0.023,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,0,0.022,0.043,0.043,0.13,0,0.043,0.022,0,0.043,0.065,0.109,0.022,0.043,0.065,0.13,0.087,0,0.065,0.065,0.174,0.109,0.522,0.478,0.174,0.13,0.043,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
47,0.043,0.085,0.043,0.043,0.17,0.021,0.106,0.17,0,0.021,0.043,0.064,0.064,0.021,0,0.021,0,0.021,0,0.064,0.17,0.043,0.617,0.383,0.213,0.149,0.064,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
29,0,0.069,0,0,0.207,0.034,0.034,0.241,0,0,0,0.069,0.034,0.034,0.069,0.069,0,0,0.069,0.069,0.069,0.103,0.724,0.276,0.172,0.138,0.034,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
30,0,0.1,0,0,0.2,0.033,0.033,0.233,0,0,0,0.067,0.033,0.033,0.067,0.067,0,0,0.067,0.067,0.067,0.1,0.7,0.3,0.2,0.167,0.033,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
41,0.098,0.098,0.073,0,0.244,0,0.049,0.171,0,0.024,0.024,0,0,0,0.049,0.073,0.024,0,0.073,0,0.146,0.073,0.683,0.317,0.098,0.098,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
41,0.122,0.098,0.049,0,0.244,0,0.049,0.171,0,0.024,0.024,0,0,0,0.049,0.073,0.024,0,0.073,0,0.171,0.073,0.707,0.293,0.098,0.098,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
44,0.114,0.068,0.023,0.045,0.227,0,0.091,0.205,0,0,0.023,0.045,0,0.023,0.023,0.068,0,0,0.045,0,0.136,0.068,0.659,0.341,0.159,0.114,0.045,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
45,0.111,0.089,0.022,0.044,0.222,0,0.089,0.2,0,0,0.022,0.044,0,0.022,0.022,0.067,0,0,0.044,0,0.133,0.067,0.644,0.356,0.178,0.133,0.044,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
40,0.1,0,0.025,0,0.2,0,0.1,0.25,0,0,0.025,0.05,0,0,0.05,0.075,0.05,0.05,0.025,0,0.125,0.075,0.7,0.3,0.05,0.05,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
40,0.1,0.025,0.025,0,0.2,0,0.1,0.25,0,0,0.025,0.025,0,0,0.05,0.075,0.05,0.05,0.025,0,0.125,0.075,0.7,0.3,0.05,0.05,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
30,0.033,0.1,0,0,0.2,0.033,0.067,0.233,0,0,0,0.033,0.033,0.033,0.067,0.067,0,0,0.067,0.033,0.067,0.1,0.7,0.3,0.167,0.133,0.033,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
41,0.073,0.098,0.024,0,0.195,0,0.146,0.171,0,0,0.049,0,0,0,0,0.146,0.024,0.024,0.049,0,0.122,0.073,0.561,0.439,0.098,0.098,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
40,0.075,0.1,0.025,0,0.2,0,0.15,0.175,0,0,0.05,0,0,0,0,0.125,0.025,0.025,0.05,0,0.125,0.075,0.575,0.425,0.1,0.1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
45,0.044,0.133,0.089,0,0.222,0.022,0.156,0.133,0,0,0.022,0,0,0,0,0.067,0.044,0,0.067,0,0.067,0.067,0.489,0.511,0.156,0.133,0.022,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
45,0.022,0.133,0.111,0,0.222,0.022,0.111,0.156,0,0,0.022,0,0,0.044,0.022,0.044,0.044,0,0.044,0,0.044,0.089,0.533,0.467,0.156,0.133,0.022,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
43,0.023,0.023,0.093,0.07,0.186,0.047,0.093,0.116,0.023,0,0.047,0.047,0,0,0.047,0.093,0.023,0.047,0.023,0,0.07,0.093,0.488,0.512,0.209,0.093,0.116,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
50,0.04,0.02,0.1,0.04,0.16,0.04,0.04,0.08,0.04,0.06,0,0.06,0.02,0.06,0.02,0.08,0.02,0.04,0.06,0.02,0.12,0.2,0.56,0.44,0.2,0.12,0.08,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
45,0.022,0.022,0.089,0.044,0.178,0.022,0.089,0.178,0,0,0.044,0.067,0,0,0.044,0.133,0,0.022,0.044,0,0.067,0.067,0.533,0.467,0.156,0.089,0.067,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
50,0.04,0.02,0.12,0.02,0.16,0.04,0.04,0.08,0.04,0.06,0,0.06,0.02,0.06,0.02,0.08,0.02,0.04,0.06,0.02,0.12,0.2,0.56,0.44,0.18,0.12,0.06,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
40,0.075,0,0.1,0.025,0.175,0,0.1,0.175,0,0.025,0,0,0,0,0.05,0.1,0.075,0.05,0.05,0,0.1,0.1,0.6,0.4,0.025,0,0.025,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
20,0,0.25,0,0,0.2,0,0.05,0.2,0,0,0,0,0,0,0.05,0,0,0.15,0.05,0.05,0.05,0.2,0.7,0.3,0.25,0.25,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
20,0,0.25,0.05,0,0.2,0,0.05,0.15,0,0,0,0.05,0,0,0.05,0,0,0.1,0.1,0,0,0.2,0.6,0.4,0.3,0.3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
20,0.05,0.2,0,0,0.2,0,0.05,0.1,0.05,0,0,0.1,0,0,0.05,0,0,0.1,0.1,0,0.05,0.25,0.6,0.4,0.35,0.35,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
20,0,0.3,0,0,0.2,0,0.05,0.2,0,0,0,0,0,0,0.05,0,0,0.15,0.05,0,0,0.2,0.65,0.35,0.3,0.3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
33,0,0.333,0,0,0.121,0.121,0.091,0.121,0.03,0,0.03,0,0.03,0,0.03,0.03,0.03,0.03,0,0,0.03,0.061,0.364,0.636,0.485,0.364,0.121,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
40,0.025,0,0.05,0.075,0.15,0.025,0.025,0.2,0.05,0.025,0,0.125,0.025,0.05,0.025,0.025,0,0.025,0.075,0.025,0.075,0.2,0.625,0.375,0.275,0.175,0.1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7,0,0,0,0,0.143,0,0.286,0.429,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0.143,0.714,0.286,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
20,0.15,0,0,0.2,0,0,0,0.1,0,0,0,0.05,0,0,0,0,0.15,0,0.05,0.3,0.45,0.05,0.6,0.4,0.25,0.05,0.2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
27,0,0.333,0.037,0.037,0,0.296,0.111,0,0,0,0.111,0,0,0.037,0,0,0,0.037,0,0,0.111,0.074,0.185,0.815,0.667,0.333,0.333,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
10,0.1,0,0.1,0.2,0.1,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0.1,0,0.2,0.1,0.4,0.6,0.4,0.1,0.3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
19,0.053,0.158,0.053,0,0,0.211,0.105,0.211,0,0.053,0.105,0,0,0,0.053,0,0,0,0,0,0.211,0,0.474,0.526,0.368,0.158,0.211,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
20,0.1,0.05,0,0.15,0,0,0,0.05,0,0,0.1,0.15,0,0,0.1,0.05,0.1,0,0.05,0.1,0.3,0.05,0.5,0.5,0.35,0.2,0.15,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
20,0.1,0.1,0.05,0.05,0.05,0.05,0.1,0,0,0.05,0,0,0,0.05,0.1,0.2,0.05,0,0.05,0,0.15,0.1,0.4,0.6,0.2,0.1,0.1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
91,0.099,0.044,0.11,0.011,0.088,0.011,0.044,0.11,0,0.066,0.055,0.055,0.011,0.011,0.055,0.077,0.066,0,0.011,0.077,0.297,0.022,0.582,0.418,0.121,0.099,0.022,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
10,0,0.1,0.2,0.1,0,0,0.1,0,0,0.1,0,0,0,0.2,0,0.1,0,0,0.1,0,0.1,0.3,0.4,0.6,0.2,0.1,0.1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
10,0.1,0,0,0.2,0.2,0,0,0.2,0,0,0.2,0,0,0.1,0,0,0,0,0,0,0.3,0.1,0.8,0.2,0.2,0,0.2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
20,0.1,0.05,0.1,0.05,0.15,0.05,0,0.05,0,0,0.05,0.05,0,0.1,0.05,0.05,0.15,0,0,0,0.15,0.1,0.5,0.5,0.2,0.1,0.1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
